Name,Price,Discount,Average Rating,Rating Count,Review Count,Memory Details,Screen Dimension,Lens Detail,Battery Capacity,Processor,Warranty,Color,Product Link
"realme 11 Pro+ 5G (Astral Black, 256 GB)  (8 GB RAM)","₹27,999",6% off,5,,,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Astral Black,https://www.flipkart.com/realme-11-pro-5g-astral-black-256-gb/p/itm5647cce338e55?pid=MOBGPU8HRUUHYEWE&lid=LSTMOBGPU8HRUUHYEWEOXYFS1&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_104&otracker=browse&iid=en_EEY47dIHMoXaykvo2xC0PDGQuUYu0yAa6vbrIJ0GblGfp09Yey43GIQUfhpq1MK8CXPvMEVCPyuRari5jidNSw%3D%3D&ssid=82nvg674lc0000001686307631033
"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)  (6 GB RAM)","₹14,490",21% off,4.2,"13,201 Ratings "," 1,012 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box AccessoriesKnow More,B.A.E. Purple,https://www.flipkart.com/samsung-galaxy-f14-5g-b-a-e-purple-128-gb/p/itmdc1c60aa887ff?pid=MOBGNBFNNZER2WZW&lid=LSTMOBGNBFNNZER2WZWDG8CJ0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_105&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGNBFNNZER2WZW.SEARCH&ssid=82nvg674lc0000001686307631033
"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)  (6 GB RAM)","₹14,490",21% off,4.2,"13,201 Ratings "," 1,012 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box AccessoriesKnow More,GOAT Green,https://www.flipkart.com/samsung-galaxy-f14-5g-goat-green-128-gb/p/itm032d1a69999cc?pid=MOBGNBFNDPGNJ7HY&lid=LSTMOBGNBFNDPGNJ7HYRCCFUH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_106&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGNBFNDPGNJ7HY.SEARCH&ssid=82nvg674lc0000001686307631033
Micromax X412  (Black&Red),₹919,24% off,4.7,,,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,800 mAh Battery,,,12 MonthKnow More,Black&Red,https://www.flipkart.com/micromax-x412/p/itm1d1df2e8a9012?pid=MOBFGWJHDFJHFGZF&lid=LSTMOBFGWJHDFJHFGZFUQELI5&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_107&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBFGWJHDFJHFGZF.SEARCH&ssid=82nvg674lc0000001686307631033
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)  (6 GB RAM)","₹15,499",35% off,4.3,"1,91,329 Ratings "," 14,777 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,,1 Year Warranty Provided by the Manufacturer from Date of PurchaseKnow More,Forest Green,https://www.flipkart.com/samsung-galaxy-f23-5g-forest-green-128-gb/p/itm4001e68fda319?pid=MOBGBKQF3QM4GHWN&lid=LSTMOBGBKQF3QM4GHWNJ56YXY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_108&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGBKQF3QM4GHWN.SEARCH&ssid=82nvg674lc0000001686307631033
"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)  (6 GB RAM)","₹15,499",35% off,4.3,"1,91,329 Ratings "," 14,777 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,,1 Year Warranty Provided by the Manufacturer from Date of PurchaseKnow More,Copper Blush,https://www.flipkart.com/samsung-galaxy-f23-5g-copper-blush-128-gb/p/itm59c8bf3255ef6?pid=MOBGE2ZU2YBUAEVZ&lid=LSTMOBGE2ZU2YBUAEVZJXNB2M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_109&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGE2ZU2YBUAEVZ.SEARCH&ssid=82nvg674lc0000001686307631033
"MOTOROLA G62 5G (Frosted Blue, 128 GB)  (8 GB RAM)","₹16,499",34% off,4.1,"14,021 Ratings "," 1,254 Reviews",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Frosted Blue,https://www.flipkart.com/motorola-g62-5g-frosted-blue-128-gb/p/itm914ff5c9b9aaf?pid=MOBGEDT5BYG68GNS&lid=LSTMOBGEDT5BYG68GNSVKARNI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_110&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGEDT5BYG68GNS.SEARCH&ssid=82nvg674lc0000001686307631033
"APPLE iPhone 13 (Starlight, 128 GB)","₹58,749",15% off,4.7,"2,21,824 Ratings "," 11,556 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,,Brand Warranty for 1 YearKnow More,Starlight,https://www.flipkart.com/apple-iphone-13-starlight-128-gb/p/itmc9604f122ae7f?pid=MOBG6VF5ADKHKXFX&lid=LSTMOBG6VF5ADKHKXFXZVXGTL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_111&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBG6VF5ADKHKXFX.SEARCH&ssid=82nvg674lc0000001686307631033
Micromax X412  (Blue),₹890,40% off,3.9,"16,154 Ratings "," 1,356 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,800 mAh Battery,,,12 MonthKnow More,Blue,https://www.flipkart.com/micromax-x412/p/itm1d1df2e8a9012?pid=MOBFJXFH6QUFHXKV&lid=LSTMOBFJXFH6QUFHXKVEQFVJO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_112&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBFJXFH6QUFHXKV.SEARCH&ssid=82nvg674lc0000001686307631033
"Infinix HOT 20 5G (Blaster Green, 64 GB)  (4 GB RAM)","₹11,499",36% off,4.9,,,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Blaster Green,https://www.flipkart.com/infinix-hot-20-5g-blaster-green-64-gb/p/itm6646cdd2ff265?pid=MOBGK23WNCHUNEYW&lid=LSTMOBGK23WNCHUNEYWX77ZO2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_113&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGK23WNCHUNEYW.SEARCH&ssid=82nvg674lc0000001686307631033
"Infinix HOT 20 5G (Space Blue, 64 GB)  (4 GB RAM)","₹11,499",36% off,4.9,,,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Space Blue,https://www.flipkart.com/infinix-hot-20-5g-space-blue-64-gb/p/itm6646cdd2ff265?pid=MOBGK23W5QZQGSZW&lid=LSTMOBGK23W5QZQGSZWAQX3AN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_114&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGK23W5QZQGSZW.SEARCH&ssid=82nvg674lc0000001686307631033
"MOTOROLA G62 5G (Midnight Gray, 128 GB)  (8 GB RAM)","₹16,499",34% off,4.1,"14,021 Ratings "," 1,254 Reviews",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Midnight Gray,https://www.flipkart.com/motorola-g62-5g-midnight-gray-128-gb/p/itm88e51821facb9?pid=MOBGEDT83FAAATHZ&lid=LSTMOBGEDT83FAAATHZIGYOEL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_115&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGEDT83FAAATHZ.SEARCH&ssid=82nvg674lc0000001686307631033
GFive U707  (Blue & Red),₹749,25% off,3.6,"12,463 Ratings "," 1,161 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,950 mAh Battery,,1 Year Manufacturer warranty.,Blue & Red,https://www.flipkart.com/gfive-u707/p/itmfy49yredg3mtc?pid=MOBEZV2EGESKZT2Y&lid=LSTMOBEZV2EGESKZT2YANITVT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_116&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBEZV2EGESKZT2Y.SEARCH&ssid=82nvg674lc0000001686307631033
GFive U707  (Black Red),₹749,25% off,3.6,"12,463 Ratings "," 1,161 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1 Year Manufacturer warranty.,Black Red,https://www.flipkart.com/gfive-u707/p/itmfy49yredg3mtc?pid=MOBG6M4QDKVAGNU3&lid=LSTMOBG6M4QDKVAGNU3WNSX2L&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_117&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBG6M4QDKVAGNU3.SEARCH&ssid=82nvg674lc0000001686307631033
"Infinix Smart 6 HD (Aqua Sky, 32 GB)  (2 GB RAM)","₹5,999",33% off,4.3,"33,353 Ratings "," 1,873 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Aqua Sky,https://www.flipkart.com/infinix-smart-6-hd-aqua-sky-32-gb/p/itme9743e28b0cf7?pid=MOBGGMHWZZR7GB6R&lid=LSTMOBGGMHWZZR7GB6R7FNENW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_118&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGGMHWZZR7GB6R.SEARCH&ssid=82nvg674lc0000001686307631033
"Infinix Smart 6 HD (Force Black, 32 GB)  (2 GB RAM)","₹5,999",33% off,4.3,"33,353 Ratings "," 1,873 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Force Black,https://www.flipkart.com/infinix-smart-6-hd-force-black-32-gb/p/itme9743e28b0cf7?pid=MOBGGMHWHZCN2MSG&lid=LSTMOBGGMHWHZCN2MSGTWCOJN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_119&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGGMHWHZCN2MSG.SEARCH&ssid=82nvg674lc0000001686307631033
"Infinix Smart 6 HD (Origin Blue, 32 GB)  (2 GB RAM)","₹5,999",33% off,4.3,"33,353 Ratings "," 1,873 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Origin Blue,https://www.flipkart.com/infinix-smart-6-hd-origin-blue-32-gb/p/itme9743e28b0cf7?pid=MOBGGMHWHDPHYSNX&lid=LSTMOBGGMHWHDPHYSNX0ZW5L4&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_120&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGGMHWHDPHYSNX.SEARCH&ssid=82nvg674lc0000001686307631033
"MOTOROLA g73 5G (Lucent White, 128 GB)  (8 GB RAM)","₹16,999",22% off,3.9,"11,631 Ratings "," 1,584 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box AccessoriesKnow More,Lucent White,https://www.flipkart.com/motorola-g73-5g-lucent-white-128-gb/p/itm372a03ce2292a?pid=MOBGKHNB3VDGJFVZ&lid=LSTMOBGKHNB3VDGJFVZN7JGWM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_121&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGKHNB3VDGJFVZ.SEARCH&ssid=jy0puyjitc0000001686307943560
PHILIPS Xenium E209  (Black),"₹1,205",59% off,3.9,943 Ratings , 92 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.08MP Rear Camera,1000 mAh Li-ion Battery,,1 Year Warranty on Mobile and 6 Months on BatteryKnow More,Black,https://www.flipkart.com/philips-xenium-e209/p/itm79739feced9a7?pid=MOBG5D6DCSXFBJNA&lid=LSTMOBG5D6DCSXFBJNAVX91NV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_122&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBG5D6DCSXFBJNA.SEARCH&ssid=jy0puyjitc0000001686307943560
"POCO M4 Pro 5G (Yellow, 128 GB)  (8 GB RAM)","₹15,999",27% off,4.2,"21,289 Ratings "," 1,646 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,"One Year for Handset, 6 Months for Accessories",Yellow,https://www.flipkart.com/poco-m4-pro-5g-yellow-128-gb/p/itm4d9754f8772b2?pid=MOBGBEU9HJR5YG2U&lid=LSTMOBGBEU9HJR5YG2U03WQDO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_123&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGBEU9HJR5YG2U.SEARCH&ssid=jy0puyjitc0000001686307943560
"realme 11 Pro 5G (Sunrise Beige, 128 GB)  (8 GB RAM)","₹23,999",7% off,5,,,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Sunrise Beige,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-128-gb/p/itm3f783627a36ec?pid=MOBGPUNGXUZQKTTB&lid=LSTMOBGPUNGXUZQKTTBYNPFLU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_124&otracker=browse&iid=en_99gRrOembOkFIHt7U7%2F0AmVfk57WXrX0kfMKGuuGX%2Bl1AhtIWchYsaeRboaFQCouRmyZOGIiuyIGyP7dAmPLog%3D%3D&ssid=jy0puyjitc0000001686307943560
"OPPO A17 (Lake Blue, 64 GB)  (4 GB RAM)","₹12,499",16% off,4.4,"6,387 Ratings ", 250 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.66 cm (6.56 inch) HD+ Display,50MP + 0.3MP + 0.3MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Lake Blue,https://www.flipkart.com/oppo-a17-lake-blue-64-gb/p/itm4aae9f8df9008?pid=MOBGMPHKWBPVCDW6&lid=LSTMOBGMPHKWBPVCDW6Q6J3ZT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_125&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGMPHKWBPVCDW6.SEARCH&ssid=jy0puyjitc0000001686307943560
"POCO X5 5G (Jaguar Black, 256 GB)  (8 GB RAM)","₹17,999",25% off,4.1,"2,332 Ratings ", 184 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Jaguar Black,https://www.flipkart.com/poco-x5-5g-jaguar-black-256-gb/p/itm72b2f2656bf5a?pid=MOBGNBFBZBKUEVM6&lid=LSTMOBGNBFBZBKUEVM6ITBYV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_126&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGNBFBZBKUEVM6.SEARCH&ssid=jy0puyjitc0000001686307943560
"POCO M4 Pro (Yellow, 128 GB)  (8 GB RAM)","₹13,999",36% off,4.2,"20,560 Ratings "," 1,649 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,"One Year for Handset, 6 Months for Accessories",Yellow,https://www.flipkart.com/poco-m4-pro-yellow-128-gb/p/itm2c781ce3142ae?pid=MOBGBTHFVTYQCZQG&lid=LSTMOBGBTHFVTYQCZQGMHTOKH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_127&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGBTHFVTYQCZQG.SEARCH&ssid=jy0puyjitc0000001686307943560
"realme 11 Pro+ 5G (Astral Black, 256 GB)  (8 GB RAM)","₹27,999",6% off,5,,,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Astral Black,https://www.flipkart.com/realme-11-pro-5g-astral-black-256-gb/p/itm5647cce338e55?pid=MOBGPU8HRUUHYEWE&lid=LSTMOBGPU8HRUUHYEWEOXYFS1&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_128&otracker=browse&iid=en_99gRrOembOkFIHt7U7%2F0AmVfk57WXrX0kfMKGuuGX%2Bm7kny2kXLXsd5XTMYfIcCW9sjJeHsRSpKnCx8F5A3b8Q%3D%3D&ssid=jy0puyjitc0000001686307943560
"POCO M5 (Power Black, 128 GB)  (6 GB RAM)","₹10,999",42% off,4.2,"3,293 Ratings ", 198 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,"1 Year for Handset, 6 Months for Accessories",Power Black,https://www.flipkart.com/poco-m5-power-black-128-gb/p/itm5fa50bdbbdf1c?pid=MOBGHMZE7EWP7XR2&lid=LSTMOBGHMZE7EWP7XR2PH3QDO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_129&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGHMZE7EWP7XR2.SEARCH&ssid=jy0puyjitc0000001686307943560
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)  (6 GB RAM)","₹15,499",35% off,4.3,"1,91,329 Ratings "," 14,777 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,,1 Year Warranty Provided by the Manufacturer from Date of PurchaseKnow More,Forest Green,https://www.flipkart.com/samsung-galaxy-f23-5g-forest-green-128-gb/p/itm4001e68fda319?pid=MOBGBKQF3QM4GHWN&lid=LSTMOBGBKQF3QM4GHWNJ56YXY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_130&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGBKQF3QM4GHWN.SEARCH&ssid=jy0puyjitc0000001686307943560
"POCO M5 (Yellow, 128 GB)  (6 GB RAM)","₹10,999",42% off,5,,,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,"1 Year for Handset, 6 Months for Accessories",Yellow,https://www.flipkart.com/poco-m5-yellow-128-gb/p/itme4df9ab5b739e?pid=MOBGHMZETTY4N6HK&lid=LSTMOBGHMZETTY4N6HKLASAZB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_131&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGHMZETTY4N6HK.SEARCH&ssid=jy0puyjitc0000001686307943560
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)  (6 GB RAM)","₹14,490",21% off,4.2,"13,201 Ratings "," 1,012 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box AccessoriesKnow More,OMG Black,https://www.flipkart.com/samsung-galaxy-f14-5g-omg-black-128-gb/p/itmae94033406fb2?pid=MOBGNBFNE6KGXCCR&lid=LSTMOBGNBFNE6KGXCCRXLTXS7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_132&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGNBFNE6KGXCCR.SEARCH&ssid=jy0puyjitc0000001686307943560
"Infinix Smart 7 HD (Jade White, 64 GB)  (2 GB RAM)","₹6,199",22% off,4.4,"5,150 Ratings ", 270 Reviews,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on Accessories,Jade White,https://www.flipkart.com/infinix-smart-7-hd-jade-white-64-gb/p/itmae6d492c1083e?pid=MOBGZNM998PNVGGF&lid=LSTMOBGZNM998PNVGGFEMF5MT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_133&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGZNM998PNVGGF.SEARCH&ssid=jy0puyjitc0000001686307943560
"Infinix Smart 7 HD (Silk Blue, 64 GB)  (2 GB RAM)","₹6,199",22% off,4.4,"5,150 Ratings ", 270 Reviews,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on Accessories,Silk Blue,https://www.flipkart.com/infinix-smart-7-hd-silk-blue-64-gb/p/itmae6d492c1083e?pid=MOBGZNM9H5ZANUUF&lid=LSTMOBGZNM9H5ZANUUFZ04NPU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_134&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGZNM9H5ZANUUF.SEARCH&ssid=jy0puyjitc0000001686307943560
"Infinix Smart 7 HD (Ink Black, 64 GB)  (2 GB RAM)","₹6,199",22% off,4.4,"5,150 Ratings ", 270 Reviews,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on Accessories,Ink Black,https://www.flipkart.com/infinix-smart-7-hd-ink-black-64-gb/p/itmae6d492c1083e?pid=MOBGZNM9B5FENHTT&lid=LSTMOBGZNM9B5FENHTTDBMNAI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_135&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGZNM9B5FENHTT.SEARCH&ssid=jy0puyjitc0000001686307943560
"Infinix HOT 20 5G (Racing Black, 64 GB)  (4 GB RAM)","₹11,499",36% off,4.2,"10,123 Ratings ", 786 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Racing Black,https://www.flipkart.com/infinix-hot-20-5g-racing-black-64-gb/p/itm6646cdd2ff265?pid=MOBGK23WNPYJ5TNF&lid=LSTMOBGK23WNPYJ5TNFWDM9LP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_136&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGK23WNPYJ5TNF.SEARCH&ssid=jy0puyjitc0000001686307943560
itel MagicX Pro (4G Hotspot)  (Black),"₹2,399",25% off,3.9,"1,645 Ratings ", 198 Reviews,64 MB RAM | 128 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2500 mAh Battery,,2 Years Manufacturer Warranty on Device and 6 Months on AccessoriesKnow More,4G Hotspot)  ,https://www.flipkart.com/itel-magicx-pro-4g-hotspot/p/itmf615276f6b408?pid=MOBGK2B79CYXC3ZP&lid=LSTMOBGK2B79CYXC3ZPIVV4JY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_137&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGK2B79CYXC3ZP.SEARCH&ssid=jy0puyjitc0000001686307943560
Micromax X512  (Blue),"₹1,082",39% off,4,709 Ratings , 44 Reviews,30 MB RAM | 24 MB ROM,4.5 cm (1.77 inch) Display,1750 mAh Battery,,,1 Year WarrantyKnow More,Blue,https://www.flipkart.com/micromax-x512/p/itmfhwvhrwhxq5tu?pid=MOBG8C3FGAQYHKFK&lid=LSTMOBG8C3FGAQYHKFKLFWUST&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_138&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBG8C3FGAQYHKFK.SEARCH&ssid=jy0puyjitc0000001686307943560
"Infinix HOT 20 5G (Blaster Green, 64 GB)  (4 GB RAM)","₹11,499",36% off,4.2,"10,123 Ratings ", 786 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Blaster Green,https://www.flipkart.com/infinix-hot-20-5g-blaster-green-64-gb/p/itm6646cdd2ff265?pid=MOBGK23WNCHUNEYW&lid=LSTMOBGK23WNCHUNEYWX77ZO2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_139&otracker=browse&iid=3d4f1d39-a042-4801-a5dd-8b460e3d2668.MOBGK23WNCHUNEYW.SEARCH&ssid=jy0puyjitc0000001686307943560
