Name,Price,Discount,Average Rating,Rating Count,Review Count,Memory Details,Screen Dimension,Lens Detail,Battery Capacity,Processor,Warranty,Color,Product Link
"realme C55 (Rainy Night, 64 GB)  (4 GB RAM)","₹10,999",15% off,4.4,"34,418 Ratings "," 1,997 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Rainy Night,https://www.flipkart.com/realme-c55-rainy-night-64-gb/p/itm054283d14c56e?pid=MOBGNBYJXR9BTBFT&lid=LSTMOBGNBYJXR9BTBFTO9NHKK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_35&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGNBYJXR9BTBFT.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"realme C55 (Sunshower, 64 GB)  (4 GB RAM)","₹10,999",15% off,4.4,"34,418 Ratings "," 1,997 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Sunshower,https://www.flipkart.com/realme-c55-sunshower-64-gb/p/itm054283d14c56e?pid=MOBGNBYJCXN6WRB3&lid=LSTMOBGNBYJCXN6WRB3NDXTAJ&marketplace=FLIPKART&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=b_2_36&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGNBYJCXN6WRB3.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"realme C55 (Rainforest, 64 GB)  (4 GB RAM)","₹10,999",15% off,4.4,"34,418 Ratings "," 1,997 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Rainforest,https://www.flipkart.com/realme-c55-rainforest-64-gb/p/itm054283d14c56e?pid=MOBGNBYJTZYZJZM5&lid=LSTMOBGNBYJTZYZJZM58JKCAH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_37&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGNBYJTZYZJZM5.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"POCO C50 (Royal Blue, 32 GB)  (2 GB RAM)","₹5,649",37% off,4.2,"31,377 Ratings "," 1,399 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Royal Blue,https://www.flipkart.com/poco-c50-royal-blue-32-gb/p/itma43af9d14952e?pid=MOBGK8WZUTGDEZFA&lid=LSTMOBGK8WZUTGDEZFAWKBDLT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_38&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGK8WZUTGDEZFA.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"realme C55 (Rainy Night, 128 GB)  (8 GB RAM)","₹13,999",12% off,4.4,"11,526 Ratings ", 631 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Rainy Night,https://www.flipkart.com/realme-c55-rainy-night-128-gb/p/itm054283d14c56e?pid=MOBGNBYJZJEHR4QN&lid=LSTMOBGNBYJZJEHR4QNO7O0KI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_39&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGNBYJZJEHR4QN.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"Infinix HOT 30i (Diamond White, 128 GB)  (8 GB RAM)","₹9,299",22% off,4.2,"19,144 Ratings "," 1,142 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on Accessories,Diamond White,https://www.flipkart.com/infinix-hot-30i-diamond-white-128-gb/p/itm8b42a43b35895?pid=MOBGNPK29ZWFHGGD&lid=LSTMOBGNPK29ZWFHGGDKTDNDX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_40&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGNPK29ZWFHGGD.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"realme C55 (Sunshower, 64 GB)  (6 GB RAM)","₹11,999",14% off,4.3,"8,335 Ratings ", 548 Reviews,6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Sunshower,https://www.flipkart.com/realme-c55-sunshower-64-gb/p/itm054283d14c56e?pid=MOBGNBYJDJ5YBVGQ&lid=LSTMOBGNBYJDJ5YBVGQ8JESXS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_41&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGNBYJDJ5YBVGQ.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"Infinix HOT 30i (Mirror Black, 64 GB)  (4 GB RAM)","₹7,999",20% off,4.2,"4,544 Ratings ", 264 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on Accessories,Mirror Black,https://www.flipkart.com/infinix-hot-30i-mirror-black-64-gb/p/itm8b42a43b35895?pid=MOBGNPK2QRUEBEHG&lid=LSTMOBGNPK2QRUEBEHGKBH4RF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_42&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGNPK2QRUEBEHG.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"POCO C50 (Country Green, 32 GB)  (2 GB RAM)","₹5,649",37% off,4.2,"31,377 Ratings "," 1,399 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Country Green,https://www.flipkart.com/poco-c50-country-green-32-gb/p/itm0b3d5144d9c22?pid=MOBGK8WZYEJ3G5AA&lid=LSTMOBGK8WZYEJ3G5AAMF47BF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_43&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGK8WZYEJ3G5AA.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"Infinix HOT 30i (Mirror Black, 128 GB)  (8 GB RAM)","₹9,299",22% off,4.2,"19,144 Ratings "," 1,142 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on Accessories,Mirror Black,https://www.flipkart.com/infinix-hot-30i-mirror-black-128-gb/p/itm8b42a43b35895?pid=MOBGNPK2U9WQFJZX&lid=LSTMOBGNPK2U9WQFJZXOPAJY7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_44&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGNPK2U9WQFJZX.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"POCO C55 (Cool Blue, 128 GB)  (6 GB RAM)","₹9,249",33% off,4.1,"12,434 Ratings ", 678 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Cool Blue,https://www.flipkart.com/poco-c55-cool-blue-128-gb/p/itm26aca9fd143ba?pid=MOBGMXSWJHRVUWFE&lid=LSTMOBGMXSWJHRVUWFEKXH4XM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_45&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGMXSWJHRVUWFE.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"POCO C55 (Forest Green, 64 GB)  (4 GB RAM)","₹7,749",35% off,4.2,"20,294 Ratings "," 1,126 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Forest Green,https://www.flipkart.com/poco-c55-forest-green-64-gb/p/itm8b99ef9bd674c?pid=MOBGMXSWFYZYWKTD&lid=LSTMOBGMXSWFYZYWKTDQAAZ6F&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_46&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGMXSWFYZYWKTD.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"MOTOROLA G32 (Satin Silver, 128 GB)  (8 GB RAM)","₹11,999",36% off,4.1,"16,926 Ratings "," 1,409 Reviews",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Satin Silver,https://www.flipkart.com/motorola-g32-satin-silver-128-gb/p/itm8e7224d29bfc6?pid=MOBGM2EHGUNGDDQR&lid=LSTMOBGM2EHGUNGDDQRKIBLDP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_47&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGM2EHGUNGDDQR.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"MOTOROLA g13 (Lavender Blue, 128 GB)  (4 GB RAM)","₹9,999",28% off,3.9,"18,298 Ratings "," 1,742 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Lavender Blue,https://www.flipkart.com/motorola-g13-lavender-blue-128-gb/p/itm33a28df3f670c?pid=MOBGM2EHC4YKWXMB&lid=LSTMOBGM2EHC4YKWXMBUYHIKN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_48&otracker=browse&iid=ff5b72bd-19bc-414a-957f-41d24055140c.MOBGM2EHC4YKWXMB.SEARCH&ssid=jfrrh8dvhs0000001686306697150
"POCO C55 (Forest Green, 64 GB)  (4 GB RAM)","₹7,749",35% off,4.2,"20,294 Ratings "," 1,126 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Forest Green,https://www.flipkart.com/poco-c55-forest-green-64-gb/p/itm8b99ef9bd674c?pid=MOBGMXSWFYZYWKTD&lid=LSTMOBGMXSWFYZYWKTDQAAZ6F&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_49&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGMXSWFYZYWKTD.SEARCH&ssid=5xmkn64co00000001686307007346
"POCO C55 (Power Black, 64 GB)  (4 GB RAM)","₹7,749",35% off,4.2,"20,294 Ratings "," 1,126 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Power Black,https://www.flipkart.com/poco-c55-power-black-64-gb/p/itme567bcd596fe9?pid=MOBGMXSW9PHJVQCA&lid=LSTMOBGMXSW9PHJVQCAFSO8NV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_50&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGMXSW9PHJVQCA.SEARCH&ssid=5xmkn64co00000001686307007346
"POCO M4 5G (Cool Blue, 64 GB)  (4 GB RAM)","₹11,999",25% off,4.2,"75,421 Ratings "," 5,333 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,,1 Year Warranty for Handset and 6 Months for Accessories,Cool Blue,https://www.flipkart.com/poco-m4-5g-cool-blue-64-gb/p/itm7b27dd2f5da7e?pid=MOBGDRGPD6YGVHXZ&lid=LSTMOBGDRGPD6YGVHXZXRTTHJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_51&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGDRGPD6YGVHXZ.SEARCH&ssid=5xmkn64co00000001686307007346
"realme 11 Pro+ 5G (Sunrise Beige, 256 GB)  (8 GB RAM)","₹27,999",6% off,5,,,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Sunrise Beige,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-256-gb/p/itm5647cce338e55?pid=MOBGPU8HQQYQN8XT&lid=LSTMOBGPU8HQQYQN8XTJSUCKP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_52&otracker=browse&iid=en_fxByUOVznqs%2BnPjgetDPID1Y3ZEjgXfCzvhq3zqX9E8El44VKPy2IowzKtJV6qdCzBhPMXu0%2FbKAPTc4EnRa7g%3D%3D&ssid=5xmkn64co00000001686307007346
"REDMI 10 (Midnight Black, 64 GB)  (4 GB RAM)","₹9,499",36% off,4.3,"2,31,618 Ratings "," 14,210 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,Midnight Black,https://www.flipkart.com/redmi-10-midnight-black-64-gb/p/itmd93641e4ebb47?pid=MOBGC9GYEBH3GZ4E&lid=LSTMOBGC9GYEBH3GZ4E44YY0L&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_53&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGC9GYEBH3GZ4E.SEARCH&ssid=5xmkn64co00000001686307007346
"POCO C55 (Power Black, 128 GB)  (6 GB RAM)","₹9,249",33% off,4.1,"12,434 Ratings ", 678 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Power Black,https://www.flipkart.com/poco-c55-power-black-128-gb/p/itm52dfc91751293?pid=MOBGMXSWPMRNGVGW&lid=LSTMOBGMXSWPMRNGVGWUDX773&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_54&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGMXSWPMRNGVGW.SEARCH&ssid=5xmkn64co00000001686307007346
"REDMI 10 (Shadow Black, 64 GB)  (4 GB RAM)","₹9,499",36% off,4.3,"2,31,618 Ratings "," 14,210 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,Shadow Black,https://www.flipkart.com/redmi-10-shadow-black-64-gb/p/itm0f35cd8b62294?pid=MOBGMPHFVU6NNDH5&lid=LSTMOBGMPHFVU6NNDH5AK0YVP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_55&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGMPHFVU6NNDH5.SEARCH&ssid=5xmkn64co00000001686307007346
"realme 11 Pro 5G (Sunrise Beige, 128 GB)  (8 GB RAM)","₹23,999",7% off,5,,,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Sunrise Beige,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-128-gb/p/itm3f783627a36ec?pid=MOBGPUNGXUZQKTTB&lid=LSTMOBGPUNGXUZQKTTBYNPFLU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_56&otracker=browse&iid=en_fxByUOVznqs%2BnPjgetDPID1Y3ZEjgXfCzvhq3zqX9E%2BBTr%2FIHD59q%2BXi0ybrHEJukk1wuw7kUc0bTpLzKHb7Zg%3D%3D&ssid=5xmkn64co00000001686307007346
"MOTOROLA e32 (Eco Black, 64 GB)  (4 GB RAM)","₹7,999",33% off,3.9,"3,987 Ratings ", 324 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Eco Black,https://www.flipkart.com/motorola-e32-eco-black-64-gb/p/itm3241677bdd2b2?pid=MOBGEA3CV8HZHAAN&lid=LSTMOBGEA3CV8HZHAANXWUXRU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_57&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGEA3CV8HZHAAN.SEARCH&ssid=5xmkn64co00000001686307007346
"POCO M5 (Power Black, 64 GB)  (4 GB RAM)","₹8,999",43% off,4.2,"6,755 Ratings ", 520 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,"1 Year for Handset, 6 Months for Accessories",Power Black,https://www.flipkart.com/poco-m5-power-black-64-gb/p/itm65951f4147fc4?pid=MOBGHMZEGDGXT2BT&lid=LSTMOBGHMZEGDGXT2BT6YTPRE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_58&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGHMZEGDGXT2BT.SEARCH&ssid=5xmkn64co00000001686307007346
"REDMI 10 (Pacific Blue, 128 GB)  (6 GB RAM)","₹10,999",35% off,4.2,"35,997 Ratings "," 2,361 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,Pacific Blue,https://www.flipkart.com/redmi-10-pacific-blue-128-gb/p/itmeee56f3526c69?pid=MOBGC9GYMXA2XAH4&lid=LSTMOBGC9GYMXA2XAH4QEHS0T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_59&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGC9GYMXA2XAH4.SEARCH&ssid=5xmkn64co00000001686307007346
"REDMI A1+ (Black, 32 GB)  (2 GB RAM)","₹6,299",37% off,4.2,"5,081 Ratings ", 210 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,Black,https://www.flipkart.com/redmi-a1-black-32-gb/p/itm70b00a77a7d1d?pid=MOBGGYBABVXHHRDQ&lid=LSTMOBGGYBABVXHHRDQTMWLXJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_60&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGGYBABVXHHRDQ.SEARCH&ssid=5xmkn64co00000001686307007346
"REDMI A1+ (Light Green, 32 GB)  (2 GB RAM)","₹6,299",37% off,4.2,"5,081 Ratings ", 210 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,Light Green,https://www.flipkart.com/redmi-a1-light-green-32-gb/p/itmecc9e7ba0a1df?pid=MOBGGYBAHSAJVKHP&lid=LSTMOBGGYBAHSAJVKHPLQ4OVB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_61&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGGYBAHSAJVKHP.SEARCH&ssid=5xmkn64co00000001686307007346
"POCO M4 5G (Yellow, 64 GB)  (4 GB RAM)","₹11,999",25% off,4.2,"75,421 Ratings "," 5,333 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,,1 Year Warranty for Handset and 6 Months for Accessories,Yellow,https://www.flipkart.com/poco-m4-5g-yellow-64-gb/p/itm5bd9222dd1355?pid=MOBGDRGPBZHUC3VZ&lid=LSTMOBGDRGPBZHUC3VZKR84R7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_62&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGDRGPBZHUC3VZ.SEARCH&ssid=5xmkn64co00000001686307007346
"vivo T2 5G (Nitro Blaze, 128 GB)  (8 GB RAM)","₹20,999",16% off,4.4,"3,717 Ratings ", 249 Reviews,8 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,,1 Year of Device & 6 Months for Inbox Accessories,Nitro Blaze,https://www.flipkart.com/vivo-t2-5g-nitro-blaze-128-gb/p/itma79eb573156a4?pid=MOBGZBFUHGYHNEMB&lid=LSTMOBGZBFUHGYHNEMBAEJO4M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_63&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGZBFUHGYHNEMB.SEARCH&ssid=5xmkn64co00000001686307007346
"vivo T2 5G (Nitro Blaze, 128 GB)  (6 GB RAM)","₹18,999",20% off,4.5,"20,388 Ratings "," 1,142 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,,1 Year of Device & 6 Months for Inbox Accessories,Nitro Blaze,https://www.flipkart.com/vivo-t2-5g-nitro-blaze-128-gb/p/itma79eb573156a4?pid=MOBGZBFUVZCHW6HU&lid=LSTMOBGZBFUVZCHW6HUPEQTSN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_64&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGZBFUVZCHW6HU.SEARCH&ssid=5xmkn64co00000001686307007346
"vivo T2 5G (Velocity Wave, 128 GB)  (6 GB RAM)","₹18,999",20% off,4.5,"20,388 Ratings "," 1,142 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,,1 Year of Device & 6 Months for Inbox Accessories,Velocity Wave,https://www.flipkart.com/vivo-t2-5g-velocity-wave-128-gb/p/itma79eb573156a4?pid=MOBGZBFU3KXMFYHP&lid=LSTMOBGZBFU3KXMFYHPDAIYBV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_65&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGZBFU3KXMFYHP.SEARCH&ssid=5xmkn64co00000001686307007346
"POCO C50 (Royal Blue, 32 GB)  (3 GB RAM)","₹6,499",35% off,4.1,"11,105 Ratings ", 691 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Royal Blue,https://www.flipkart.com/poco-c50-royal-blue-32-gb/p/itm36327e30a3aaa?pid=MOBGK8WZPS5BQRFA&lid=LSTMOBGK8WZPS5BQRFAEQXUQ9&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_66&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGK8WZPS5BQRFA.SEARCH&ssid=5xmkn64co00000001686307007346
"APPLE iPhone 13 (Pink, 128 GB)","₹58,749",15% off,4.7,"2,21,598 Ratings "," 11,555 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,,Brand Warranty for 1 YearKnow More,Pink,https://www.flipkart.com/apple-iphone-13-pink-128-gb/p/itm6e30c6ee045d2?pid=MOBG6VF5GXVFTQ5Y&lid=LSTMOBG6VF5GXVFTQ5YSGQY4O&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_67&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBG6VF5GXVFTQ5Y.SEARCH&ssid=5xmkn64co00000001686307007346
Nokia 105 TA-1473 SS  (Charcoal),"₹1,299",18% off,4.2,"23,909 Ratings "," 1,471 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,800 mAh Lithium Ion Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of PurchaseKnow More,Charcoal,https://www.flipkart.com/nokia-105-ta-1473-ss/p/itm9a1d93bf048c0?pid=MOBGC96FRD7DB2R7&lid=LSTMOBGC96FRD7DB2R7JBURME&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_68&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGC96FRD7DB2R7.SEARCH&ssid=5xmkn64co00000001686307007346
"POCO X5 5G (Wildcat Blue, 128 GB)  (6 GB RAM)","₹15,999",23% off,4.2,"6,333 Ratings ", 484 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Wildcat Blue,https://www.flipkart.com/poco-x5-5g-wildcat-blue-128-gb/p/itm6a8049291a98f?pid=MOBGNBFBPH6Q5ZN4&lid=LSTMOBGNBFBPH6Q5ZN4GHW78F&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_69&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGNBFBPH6Q5ZN4.SEARCH&ssid=5xmkn64co00000001686307007346
